quarter,year,quarter_num,lon,lat,spatial_block_id,ndvi,ndbi,albedo,mndwi,dem,slope,sky_view_factor,building_height,building_fraction,roughness_length,temp_2m,dewpoint_2m,wind_speed_10m,solar_radiation,vapor_pressure_deficit,dist_to_coast,dist_to_water,dist_to_greenspace,lst_celsius
2023_Q4,2023,4,72.9307,19.2629,block_2_2,0.1268,-0.026,0.1592,-0.492,310.9,25.57,0.893,4.25,14.81,0.05,25.47,21.99,2.11,560.4,0.937,15.602,4.69,5.24,31.16
2023_Q4,2023,4,72.90921,19.48544,block_2_4,0.2184,-0.1774,0.1672,-0.4013,16.0,4.74,0.882,4.4,16.53,0.05,27.08,24.84,2.14,524.7,1.278,14.046,14.05,23.56,32.27
2023_Q4,2023,4,72.8081,19.26192,block_1_2,0.1714,0.0026,0.1503,-0.4237,27.5,6.22,0.834,7.0,22.78,0.078,26.81,23.18,2.42,587.8,1.071,2.725,2.73,4.31,32.32
2023_Q4,2023,4,73.14842,19.11806,block_4_2,0.2826,-0.1285,0.1631,-0.4207,6.5,4.33,0.91,3.0,12.72,0.05,24.85,20.84,1.02,485.5,0.836,38.006,19.48,23.73,29.31
2023_Q4,2023,4,72.78475,19.37326,block_1_3,0.3788,-0.1504,0.1551,-0.5658,14.1,5.22,0.972,3.0,3.17,0.05,26.31,22.28,2.7,508.5,0.74,0.625,0.62,8.29,27.51
2023_Q4,2023,4,73.10688,18.98542,block_4_1,0.1544,-0.0447,0.1672,-0.4301,7.9,0.95,0.873,4.83,17.61,0.071,30.46,25.01,1.73,468.6,1.535,33.227,12.91,15.51,35.3
2023_Q4,2023,4,72.6735,19.22597,block_0_2,0.1932,-0.1234,0.1873,0.4892,10.6,2.64,0.91,3.72,12.4,0.073,26.51,22.79,2.09,523.7,1.038,0.0,0.0,15.62,29.88
2023_Q4,2023,4,72.72533,19.42369,block_1_3,0.1479,-0.0233,0.0964,0.4972,13.0,2.39,0.826,10.82,22.53,0.116,26.93,23.68,3.09,507.3,0.981,0.0,0.0,15.81,31.68
2023_Q4,2023,4,72.91267,19.47267,block_2_4,0.1862,-0.1272,0.1632,-0.4151,14.4,2.51,0.868,7.57,17.38,0.085,27.1,22.74,1.21,495.6,1.366,14.369,14.37,22.52,33.52
2023_Q4,2023,4,72.71467,18.96308,block_1_1,0.1784,-0.0975,0.1722,0.5098,10.8,1.09,0.915,3.0,11.99,0.05,28.43,23.63,2.37,484.4,1.527,0.0,0.0,26.08,30.82
2023_Q4,2023,4,73.09071,19.46561,block_4_4,0.2464,-0.0728,0.1752,-0.4248,11.6,2.2,0.873,6.05,17.15,0.076,25.82,22.52,1.0,529.9,0.964,33.041,27.08,33.22,31.94
2023_Q4,2023,4,72.92496,19.2807,block_2_3,0.2701,-0.0955,0.1574,-0.3882,264.9,23.09,0.93,3.0,9.6,0.05,25.35,21.25,2.68,517.4,0.973,15.055,6.04,6.92,28.95
2023_Q4,2023,4,72.97059,18.97715,block_3_1,0.6215,-0.2811,0.2081,-0.533,13.2,6.29,0.98,3.0,2.0,0.05,26.97,23.0,2.69,562.9,1.339,18.89,2.72,2.77,29.86
2023_Q4,2023,4,72.9669,18.84251,block_3_0,0.3461,-0.1431,0.1378,-0.3708,12.8,4.39,0.906,3.38,13.13,0.05,27.88,24.13,2.8,519.2,1.05,18.078,14.5,17.5,33.12
2023_Q4,2023,4,72.94068,19.0973,block_2_1,0.0546,0.0401,0.1636,-0.4106,47.7,4.23,0.871,8.18,16.66,0.082,26.48,21.85,1.11,522.7,1.182,16.128,7.42,8.65,33.99
2023_Q4,2023,4,72.93768,19.13969,block_2_2,0.3015,-0.127,0.1796,-0.379,131.1,12.43,0.837,8.53,21.77,0.05,28.34,24.76,1.79,513.6,1.415,15.946,5.43,6.16,32.77
2023_Q4,2023,4,73.12141,19.01465,block_4_1,0.1407,-0.1158,0.1806,-0.4379,10.0,5.58,0.905,3.0,13.48,0.07,27.77,24.46,0.64,564.1,0.987,34.845,14.12,17.03,34.39
2023_Q4,2023,4,72.92762,18.83683,block_2_0,0.2145,-0.1024,0.1732,-0.4206,7.0,0.81,0.916,5.3,10.93,0.059,25.8,22.48,2.66,515.9,1.131,13.936,13.94,18.43,30.91
2023_Q4,2023,4,72.90327,19.16234,block_2_2,0.7158,-0.347,0.1588,-0.3694,199.3,19.53,0.97,6.78,2.0,0.081,26.17,22.39,2.12,478.1,1.269,12.404,2.74,2.8,25.78
2023_Q4,2023,4,72.69037,19.4998,block_0_4,0.178,-0.0659,0.1693,0.5297,11.4,2.2,0.798,10.05,27.25,0.111,27.28,23.02,2.84,549.4,1.289,0.0,0.0,24.99,31.24
2023_Q4,2023,4,72.90165,19.50892,block_2_4,0.1503,-0.0574,0.1807,-0.4117,7.8,1.79,0.877,5.07,17.0,0.075,28.1,23.39,2.04,521.3,1.175,13.326,13.33,25.53,34.45
2023_Q4,2023,4,72.93089,19.18413,block_2_2,0.2028,-0.1063,0.1725,-0.4239,271.7,27.09,0.882,9.04,14.65,0.107,26.39,20.53,2.1,543.2,1.262,15.374,4.14,4.55,31.19
2023_Q4,2023,4,72.81768,19.48025,block_1_4,0.1561,-0.0008,0.2047,-0.4489,11.2,2.41,0.916,3.0,11.74,0.05,28.33,22.98,2.73,555.3,1.301,4.419,4.42,20.09,31.26
2023_Q4,2023,4,72.93313,18.89877,block_2_0,0.3021,-0.0672,0.1704,-0.516,10.9,2.25,0.888,3.0,16.01,0.05,27.51,23.2,2.39,620.2,0.977,14.71,9.77,11.59,33.28
2023_Q4,2023,4,73.0449,19.44151,block_3_4,0.2216,-0.1605,0.1865,-0.3962,12.8,2.34,0.921,3.78,10.74,0.058,25.92,22.18,0.78,450.7,0.891,28.155,23.2,28.38,31.37
2023_Q4,2023,4,73.01764,19.23341,block_3_2,0.1339,0.0178,0.1677,-0.4517,48.6,4.48,0.89,3.0,15.73,0.05,26.09,21.59,2.7,524.0,1.028,24.637,9.62,11.4,32.31
2023_Q4,2023,4,73.08677,18.88311,block_4_0,0.2171,-0.1099,0.1784,-0.4516,10.5,3.77,0.926,3.0,10.18,0.05,25.68,22.7,1.45,536.8,1.111,30.793,15.37,18.59,32.12
2023_Q4,2023,4,72.96187,18.87931,block_3_0,0.2534,-0.104,0.1542,-0.3679,9.9,2.58,0.88,5.54,16.3,0.05,27.69,23.91,0.5,526.6,1.248,17.666,11.22,13.4,33.01
2023_Q4,2023,4,72.678,18.85194,block_0_0,0.1676,-0.0247,0.1453,0.4588,8.0,0.67,0.795,8.74,28.24,0.108,27.13,23.98,3.32,550.7,1.186,0.0,0.0,33.86,31.36
2023_Q4,2023,4,72.94326,19.06668,block_2_1,0.2851,-0.0342,0.1397,-0.4924,23.4,2.62,0.857,7.13,19.19,0.112,27.52,23.43,2.34,520.2,1.219,16.302,6.59,7.61,33.35
2023_Q4,2023,4,72.72894,19.22192,block_1_2,0.2023,-0.1927,0.1683,0.53,17.3,6.16,0.964,3.0,4.43,0.05,25.68,20.99,3.12,547.0,1.032,0.0,0.0,11.44,27.08
2023_Q4,2023,4,72.86667,19.39122,block_2_3,0.1913,-0.1369,0.2073,-0.3478,18.6,1.85,0.947,4.49,6.45,0.05,26.67,21.87,2.65,571.8,1.273,9.283,9.28,12.31,31.34
2023_Q4,2023,4,73.09728,19.26277,block_4_2,0.166,-0.0257,0.1756,-0.4801,9.9,5.0,0.842,9.32,20.7,0.063,29.5,25.16,1.51,591.0,1.46,33.092,16.68,20.23,36.55
2023_Q4,2023,4,72.67588,19.18993,block_0_2,0.2174,0.0783,0.1418,0.4317,12.2,6.52,0.867,5.74,18.28,0.05,26.18,21.69,2.88,523.4,1.265,0.0,0.0,17.86,29.99
2023_Q4,2023,4,73.02832,19.00558,block_3_1,0.0606,0.077,0.1468,-0.3159,13.2,1.27,0.816,9.69,24.59,0.129,26.53,22.75,1.92,480.8,1.242,25.041,6.26,7.2,33.89
2023_Q4,2023,4,72.81433,19.268,block_1_2,0.1244,-0.0803,0.1882,-0.4682,33.1,3.75,0.922,4.15,10.39,0.05,27.85,24.21,1.98,589.4,1.305,3.398,3.4,3.86,31.8
2023_Q4,2023,4,73.02076,19.53211,block_3_4,0.1843,-0.0069,0.1976,-0.4274,10.3,1.34,0.829,7.88,23.22,0.121,27.26,24.56,0.71,556.2,1.179,25.906,25.91,34.66,34.74
2023_Q4,2023,4,72.72955,19.50615,block_1_4,0.2965,-0.1004,0.1533,0.5576,13.3,2.16,0.886,6.36,15.03,0.051,28.08,25.09,3.09,508.6,1.166,0.0,0.0,24.05,31.29
2023_Q4,2023,4,72.68473,19.11529,block_0_2,0.1476,-0.0889,0.1457,0.3839,13.2,3.32,0.864,10.88,16.81,0.11,26.37,22.08,2.21,574.9,1.062,0.0,0.0,20.86,31.34
2023_Q4,2023,4,73.0388,19.18256,block_3_2,0.1376,-0.041,0.1687,-0.4161,24.5,5.11,0.857,8.13,18.93,0.072,27.29,23.55,1.99,471.7,1.029,26.699,11.82,14.15,32.46
2023_Q4,2023,4,72.96208,19.13233,block_3_2,0.1582,-0.039,0.2232,-0.4253,83.1,7.48,0.91,3.83,12.31,0.074,26.07,22.57,1.82,538.7,1.229,18.485,7.57,8.84,31.23
2023_Q4,2023,4,73.11985,19.2391,block_4_2,0.2117,-0.0368,0.1633,-0.3807,13.6,5.21,0.797,11.58,26.74,0.134,26.52,21.69,0.51,591.7,0.913,35.388,18.21,22.14,34.68
2023_Q4,2023,4,72.82692,19.12773,block_1_2,0.2088,0.2164,0.142,-0.5516,24.0,4.97,0.703,16.44,39.41,0.123,27.14,23.72,2.29,538.7,1.27,4.279,4.28,6.1,34.38
2023_Q4,2023,4,72.87153,18.99264,block_2_1,0.1203,-0.0488,0.1444,-0.4676,10.9,6.32,0.859,4.05,20.14,0.05,26.14,21.26,1.8,496.5,1.029,8.538,7.96,9.33,30.99
2023_Q4,2023,4,72.97657,18.97884,block_3_1,0.7092,-0.2091,0.1891,-0.5037,12.6,1.2,0.953,3.45,5.95,0.05,27.54,22.52,2.21,524.7,1.253,19.523,2.84,2.92,29.91
2023_Q4,2023,4,72.71555,19.42765,block_1_3,0.2463,-0.099,0.1645,0.4934,16.1,2.91,0.842,5.32,22.29,0.053,25.24,20.72,2.37,594.6,1.059,0.0,0.0,16.72,29.01
2023_Q4,2023,4,72.63541,19.19216,block_0_2,0.2748,-0.1579,0.1867,0.5212,14.3,10.23,0.958,3.0,5.33,0.057,29.49,25.99,2.45,561.9,1.393,0.0,0.0,21.02,32.05
2023_Q4,2023,4,73.05022,18.92508,block_3_0,0.1467,-0.1168,0.2064,-0.3652,11.7,1.85,0.961,3.0,4.91,0.05,29.56,24.73,2.5,573.3,1.389,27.087,10.58,12.6,34.59
2023_Q4,2023,4,72.88062,19.226,block_2_2,0.2494,-0.1322,0.1824,-0.4587,250.5,21.01,0.881,5.5,16.21,0.066,25.0,19.4,2.39,502.9,0.854,10.227,3.03,3.16,26.99
2023_Q4,2023,4,73.12499,19.32318,block_4_3,0.207,-0.1214,0.1754,-0.4077,10.3,1.76,0.934,3.0,8.98,0.05,25.86,20.78,1.61,541.6,0.795,36.192,20.75,25.31,31.48
2023_Q4,2023,4,72.689,18.95856,block_0_1,0.297,-0.2103,0.1489,0.5173,11.3,3.8,0.921,3.0,11.03,0.05,28.54,25.4,2.59,537.2,1.405,0.0,0.0,28.82,30.44
2023_Q4,2023,4,72.73052,19.54161,block_1_4,0.1888,-0.0943,0.1794,0.514,16.1,5.92,0.914,3.04,12.11,0.05,26.89,22.05,2.26,587.0,1.13,0.0,0.0,27.79,30.19
2023_Q4,2023,4,72.6609,18.94867,block_0_1,0.1977,-0.1355,0.1894,0.5685,13.1,2.42,0.907,5.91,12.02,0.051,26.3,22.26,2.71,518.0,0.967,0.0,0.0,31.92,29.95
2023_Q4,2023,4,73.12017,19.20548,block_4_2,0.1935,-0.0349,0.1763,-0.4206,12.7,1.29,0.76,11.74,32.38,0.105,27.54,23.36,0.97,536.4,1.26,35.315,18.2,22.13,35.28
2023_Q4,2023,4,73.05793,18.85537,block_3_0,0.1418,0.0123,0.1313,-0.39,14.7,1.59,0.856,4.97,20.18,0.05,25.66,20.99,1.21,597.3,1.176,27.677,15.76,19.07,34.05
2023_Q4,2023,4,73.13707,19.42119,block_4_3,0.3319,-0.138,0.1616,-0.3778,13.5,1.56,0.913,7.45,10.54,0.053,27.47,23.45,1.15,537.9,1.154,37.769,26.64,32.67,32.03
2023_Q4,2023,4,73.1186,18.91655,block_4_0,0.19,0.0018,0.1505,-0.3462,14.5,9.67,0.84,8.33,21.44,0.07,25.78,19.65,1.73,546.3,1.05,34.24,15.75,19.06,32.74
2023_Q4,2023,4,72.74244,19.34308,block_1_3,0.151,-0.0669,0.1744,0.5155,10.8,1.42,0.941,3.92,7.63,0.05,27.45,22.87,2.45,549.7,1.137,0.0,0.0,7.71,31.35
2023_Q4,2023,4,73.09062,19.04896,block_4_1,0.1241,-0.0615,0.1609,-0.432,12.4,1.17,0.871,4.96,17.89,0.056,27.41,23.45,0.98,506.5,1.101,31.72,12.3,14.75,34.63
2023_Q4,2023,4,73.02087,19.19815,block_3_2,0.1737,-0.082,0.1338,-0.4112,31.9,3.44,0.906,3.81,13.02,0.05,29.47,25.03,1.6,497.9,1.384,24.865,10.01,11.89,35.31
2023_Q4,2023,4,72.7895,19.38533,block_1_3,0.1873,-0.0993,0.1591,-0.4357,6.8,1.17,0.879,4.34,16.97,0.05,25.76,23.49,1.84,560.0,1.057,1.161,1.16,9.54,30.77
2023_Q4,2023,4,72.88915,19.51833,block_2_4,0.1545,-0.0212,0.1513,-0.3278,15.4,3.37,0.852,5.3,20.72,0.052,27.06,23.59,1.65,583.5,0.86,12.043,12.04,25.98,34.67
2023_Q4,2023,4,72.91447,18.9544,block_2_1,0.1539,-0.0807,0.1691,-0.3412,13.6,5.66,0.804,14.49,24.51,0.15,26.35,23.82,2.13,553.7,1.157,12.926,6.07,6.96,33.28
2023_Q4,2023,4,72.77203,19.43532,block_1_3,0.1367,0.0419,0.1757,0.4727,10.7,1.04,0.798,9.68,27.29,0.084,25.7,21.31,3.21,520.9,0.906,0.0,0.0,15.3,30.39
2023_Q4,2023,4,72.79061,18.99008,block_1_1,0.0861,-0.0536,0.1809,0.5395,17.0,1.56,0.883,5.97,15.77,0.057,25.97,20.61,2.89,469.7,1.357,0.033,0.03,17.82,29.73
2023_Q4,2023,4,73.04231,18.87569,block_3_0,0.3046,-0.1424,0.1892,-0.5006,16.3,1.75,0.914,3.0,12.06,0.05,25.93,23.09,1.94,538.8,1.048,26.101,13.52,16.28,31.08
2023_Q4,2023,4,72.81419,19.43814,block_1_4,0.3447,-0.1864,0.1769,-0.395,16.6,1.88,0.955,3.75,5.44,0.05,28.06,23.67,2.84,523.2,1.104,3.92,3.92,15.41,31.06
2023_Q4,2023,4,72.83243,19.05545,block_2_1,0.0856,0.1116,0.1692,-0.4871,14.9,2.92,0.755,11.6,33.21,0.124,27.73,23.2,2.82,580.8,1.346,4.629,4.63,11.62,34.71
2023_Q4,2023,4,73.11958,19.42176,block_4_3,0.2877,-0.1794,0.1481,-0.3551,12.2,5.83,0.916,3.58,11.57,0.05,26.41,22.21,1.94,515.8,1.047,35.934,25.62,31.4,30.71
2023_Q4,2023,4,73.07693,19.47195,block_4_4,0.1114,-0.0588,0.1489,-0.4875,13.7,2.18,0.895,3.0,14.96,0.05,25.53,20.54,1.45,521.8,1.081,31.615,26.91,33.01,32.91
2023_Q4,2023,4,72.71481,19.27909,block_1_3,0.2479,-0.168,0.1724,0.4909,10.1,3.28,0.905,3.0,13.43,0.05,24.97,20.51,2.21,541.1,1.327,0.0,0.0,9.24,27.81
2023_Q4,2023,4,72.70244,19.08429,block_0_1,0.2048,-0.1012,0.1818,0.5305,17.1,2.5,0.92,3.0,11.16,0.05,25.17,20.39,2.55,569.3,0.844,0.0,0.0,20.02,28.88
2023_Q4,2023,4,72.77157,18.93552,block_1_0,0.2598,-0.0767,0.1714,0.4145,15.8,1.93,0.891,3.21,15.6,0.05,28.17,24.18,2.55,549.2,1.168,0.0,0.0,21.04,30.29
2023_Q4,2023,4,72.98811,18.95864,block_3_1,0.1206,0.0278,0.17,-0.5084,9.0,1.9,0.874,6.83,16.79,0.067,25.77,21.8,1.96,464.4,0.797,20.671,4.87,5.46,32.51
2023_Q4,2023,4,72.81296,19.28318,block_1_3,0.6204,-0.2898,0.1469,-0.4677,27.1,3.11,0.958,3.0,5.35,0.05,26.74,23.8,1.94,489.3,1.252,3.303,2.35,2.31,27.12
2023_Q4,2023,4,72.86672,19.18557,block_2_2,0.2251,-0.013,0.2118,-0.5293,149.6,13.98,0.811,8.21,25.89,0.081,25.85,23.1,2.74,554.4,1.183,8.64,3.85,4.19,29.97
2023_Q4,2023,4,72.63762,19.31417,block_0_3,0.2862,-0.1311,0.2008,0.501,9.6,2.26,0.933,3.71,8.93,0.05,27.15,23.22,3.6,496.2,1.216,0.0,0.0,17.12,29.22
2023_Q4,2023,4,72.86089,18.88491,block_2_0,0.2383,-0.0616,0.1652,-0.3493,8.9,0.78,0.836,10.41,21.18,0.135,27.02,23.55,2.64,475.4,1.423,7.081,7.08,16.48,30.84
2023_Q4,2023,4,72.77619,19.02006,block_1_1,0.1167,0.0262,0.1387,0.4576,14.6,9.05,0.798,8.69,27.78,0.092,27.96,22.18,3.45,522.7,1.35,0.0,0.0,18.08,32.73
2023_Q4,2023,4,72.81387,18.96846,block_1_1,0.0979,0.0338,0.1416,-0.3832,14.4,2.82,0.764,12.66,31.5,0.128,26.71,23.07,2.67,496.5,1.219,2.407,2.41,15.74,31.75
2023_Q4,2023,4,72.66156,19.49572,block_0_4,0.1969,-0.0429,0.1892,0.4477,14.4,2.81,0.899,4.46,13.82,0.05,27.31,23.87,3.04,547.5,1.147,0.0,0.0,26.14,30.42
2023_Q4,2023,4,72.88941,19.01129,block_2_1,0.1588,-0.0499,0.1562,-0.4221,14.4,1.23,0.854,7.98,19.34,0.05,27.81,24.04,2.45,519.4,1.475,10.474,6.52,7.52,33.18
2023_Q4,2023,4,72.95196,18.86905,block_2_0,0.1212,-0.1936,0.1919,-0.3217,7.5,6.79,0.877,4.89,17.09,0.072,26.08,23.75,1.6,536.2,1.044,16.593,12.15,14.56,32.39
2023_Q4,2023,4,72.8431,18.90693,block_2_0,0.1442,0.0856,0.1642,-0.5075,13.6,6.14,0.813,9.44,25.11,0.119,26.33,22.38,2.97,540.4,1.259,5.282,5.28,16.04,32.01
2023_Q4,2023,4,72.67731,19.20977,block_0_2,0.1897,-0.0744,0.1732,0.5089,10.6,2.31,0.871,6.79,17.16,0.061,27.99,23.7,3.91,572.6,1.533,0.0,0.0,16.32,31.77
2023_Q4,2023,4,72.83606,18.8493,block_2_0,0.1306,-0.039,0.1555,-0.3851,9.4,5.33,0.805,8.45,26.78,0.05,28.07,25.01,3.45,537.4,1.274,4.361,4.36,21.19,33.42
2023_Q4,2023,4,72.78616,19.02842,block_1_1,0.1909,-0.0822,0.1811,0.4504,14.7,3.0,0.907,5.54,12.16,0.054,29.96,27.1,3.8,558.6,1.654,0.0,0.0,16.71,32.97
2023_Q4,2023,4,72.83719,19.25119,block_2_2,0.2586,-0.0958,0.2058,-0.4752,75.0,7.58,0.929,3.0,9.84,0.05,26.44,23.34,1.83,509.2,0.915,5.746,5.75,6.68,29.16
2023_Q4,2023,4,73.03047,18.89961,block_3_0,0.1387,-0.0937,0.1742,-0.3571,14.4,2.62,0.899,4.04,13.94,0.05,27.59,23.4,1.94,516.7,1.399,24.933,11.2,13.38,33.26
2023_Q4,2023,4,73.12815,19.18824,block_4_2,0.1815,-0.0504,0.1269,-0.5765,16.2,1.78,0.852,7.58,19.84,0.079,28.33,24.66,1.63,540.3,1.301,36.098,19.04,23.18,35.69
2023_Q4,2023,4,72.9489,19.39824,block_2_3,0.1821,-0.0755,0.1755,-0.3698,18.9,4.24,0.825,8.72,23.56,0.05,27.56,23.66,1.33,516.4,1.279,17.939,15.75,19.06,33.51
2023_Q4,2023,4,72.83766,19.38554,block_2_3,0.097,0.0484,0.1737,-0.4796,15.9,1.52,0.767,15.23,30.04,0.162,28.02,23.94,2.05,591.7,1.221,6.219,6.22,10.29,35.21
2023_Q4,2023,4,72.88885,18.97683,block_2_1,0.2636,-0.0684,0.1872,-0.4449,10.3,4.82,0.834,8.1,22.47,0.086,26.37,20.82,2.02,530.7,1.027,10.306,6.82,7.9,32.67
2023_Q4,2023,4,73.07876,18.96754,block_4_1,0.2002,-0.0632,0.1543,-0.4508,14.7,1.28,0.826,8.46,23.48,0.061,26.06,22.72,1.95,559.1,0.939,30.218,10.88,12.98,33.36
2023_Q4,2023,4,73.07323,19.44676,block_3_4,0.1419,-0.1292,0.1659,-0.3331,10.8,2.73,0.941,3.0,7.85,0.05,28.13,23.74,1.29,566.0,1.048,31.147,24.86,30.45,33.49
2023_Q4,2023,4,73.07222,19.35588,block_3_3,0.194,-0.1451,0.2239,-0.3192,8.4,0.99,0.905,5.68,12.38,0.062,28.24,26.28,1.13,481.1,1.457,30.754,18.7,22.75,33.01
2023_Q4,2023,4,73.1142,19.10844,block_4_1,0.1433,-0.108,0.1394,-0.3867,8.8,0.92,0.872,5.22,17.76,0.05,27.64,23.46,1.13,574.2,1.066,34.383,16.64,20.18,35.38
2023_Q4,2023,4,73.09112,19.4163,block_4_3,0.1999,-0.0697,0.1756,-0.4878,12.1,5.95,0.852,9.61,19.14,0.101,28.44,25.38,1.28,509.8,1.128,32.929,23.64,28.92,35.03
2023_Q4,2023,4,72.83246,18.87845,block_2_0,0.149,-0.0264,0.1674,-0.4885,14.4,3.0,0.856,6.35,19.76,0.078,28.29,24.85,2.63,560.9,1.231,4.075,4.08,19.01,32.76
2023_Q4,2023,4,72.93409,18.96914,block_2_1,0.3336,-0.0874,0.1839,-0.4508,11.2,1.94,0.874,8.35,16.11,0.081,26.16,22.47,2.65,484.5,1.191,15.032,4.0,4.37,30.94
2023_Q4,2023,4,72.87089,19.27639,block_2_3,0.106,-0.0215,0.1745,-0.3669,156.0,18.42,0.824,9.84,23.31,0.085,27.06,22.79,2.01,511.7,1.02,9.364,6.49,7.49,32.22
2023_Q4,2023,4,72.91402,19.26037,block_2_2,0.2146,-0.0541,0.163,-0.4328,317.8,25.54,0.88,3.0,17.33,0.05,26.13,21.87,2.53,504.5,1.254,13.842,4.1,4.5,30.01
2023_Q4,2023,4,72.9184,19.28951,block_2_3,0.2087,-0.127,0.1376,-0.4337,234.7,20.8,0.895,6.0,13.81,0.065,24.16,18.88,2.73,600.3,1.057,14.394,6.72,7.77,29.0
2023_Q4,2023,4,73.0644,19.34063,block_3_3,0.1684,0.001,0.1779,-0.4842,10.9,1.26,0.815,10.22,24.59,0.127,27.81,22.81,1.05,454.0,1.237,29.885,17.32,21.03,34.03
2023_Q4,2023,4,73.06099,19.09862,block_3_1,0.2244,-0.169,0.1761,-0.3114,15.2,4.12,0.906,3.92,13.0,0.05,25.45,21.43,0.89,527.5,1.071,28.764,12.69,15.24,30.22
2023_Q4,2023,4,72.85714,19.01635,block_2_1,0.2586,0.0057,0.131,-0.4406,10.5,3.65,0.785,11.5,28.69,0.111,24.34,20.62,2.43,533.1,0.851,7.101,7.1,10.95,29.73
2023_Q4,2023,4,72.89435,19.28003,block_2_3,0.1769,-0.1129,0.1907,-0.3627,229.7,19.89,0.941,3.0,7.97,0.05,25.71,21.23,3.33,503.6,0.941,11.838,5.99,6.86,28.11
2023_Q4,2023,4,72.91601,19.52567,block_2_4,0.1323,-0.052,0.1208,-0.4514,15.9,10.46,0.842,8.52,20.99,0.095,26.1,21.13,2.54,570.9,1.03,14.887,14.89,27.85,33.27
2023_Q4,2023,4,72.98899,19.14283,block_3_2,0.2923,-0.0922,0.1734,-0.5672,50.4,7.5,0.889,5.56,14.89,0.05,28.52,25.97,1.73,501.9,1.479,21.344,9.68,11.47,33.8
2023_Q4,2023,4,72.90109,18.87966,block_2_0,0.0973,-0.1021,0.1799,-0.3213,14.8,3.45,0.911,3.5,12.32,0.05,28.09,24.99,3.68,536.0,1.27,11.285,11.29,14.72,33.02
2023_Q4,2023,4,73.0374,19.38625,block_3_3,0.246,-0.0953,0.1548,-0.3585,13.0,3.2,0.947,3.31,6.95,0.05,24.91,19.81,1.36,527.0,0.973,27.193,18.73,22.79,30.23
2023_Q4,2023,4,72.80997,19.1309,block_1_2,0.1192,0.0299,0.1462,-0.4437,22.1,7.38,0.829,9.59,22.63,0.059,25.93,21.56,2.42,529.8,0.947,2.51,2.51,7.65,31.21
2023_Q4,2023,4,72.95186,18.98258,block_2_1,0.643,-0.2863,0.2324,-0.4507,13.2,2.52,0.98,3.0,2.0,0.05,26.75,21.7,0.96,532.1,1.316,16.94,2.19,2.11,29.64
2023_Q4,2023,4,73.12296,18.89371,block_4_0,0.1692,-0.1952,0.1834,-0.3296,12.3,1.23,0.926,3.0,10.26,0.05,27.3,23.72,1.23,555.3,1.548,34.626,17.12,20.78,33.06
2023_Q4,2023,4,72.82701,19.46268,block_1_4,0.2618,-0.1124,0.181,-0.443,13.1,1.93,0.958,3.0,5.37,0.05,27.52,22.98,3.24,504.2,1.228,5.344,5.34,18.28,30.19
2023_Q4,2023,4,72.70371,19.51118,block_0_4,0.0501,-0.0192,0.1742,0.521,10.8,3.87,0.811,10.55,25.05,0.116,28.74,24.94,2.7,503.8,1.285,0.0,0.0,25.53,33.63
2023_Q4,2023,4,73.0182,19.36459,block_3_3,0.1675,-0.0428,0.1758,-0.4559,17.6,3.92,0.802,13.44,25.35,0.116,29.06,25.36,1.62,511.2,1.576,25.109,16.23,19.66,35.64
2023_Q4,2023,4,73.01876,19.06369,block_3_1,0.1392,0.117,0.1898,-0.4589,16.6,4.3,0.768,11.53,31.27,0.107,28.12,25.02,2.15,511.9,1.323,24.22,8.0,9.38,35.11
2023_Q4,2023,4,72.89882,19.31822,block_2_3,0.2429,-0.0478,0.1718,-0.4299,129.2,11.2,0.907,5.39,12.18,0.085,25.89,21.68,2.65,533.5,0.869,12.429,8.96,10.57,31.08
2023_Q4,2023,4,72.73445,19.08499,block_1_1,0.1675,-0.1263,0.1967,0.4919,12.9,6.66,0.904,5.24,12.71,0.073,25.56,21.3,2.92,492.7,1.309,0.0,0.0,16.9,28.05
2023_Q4,2023,4,72.81366,18.96347,block_1_1,0.102,0.0485,0.1589,-0.4071,9.9,1.92,0.831,9.48,22.33,0.103,28.01,26.06,2.48,536.4,1.297,2.369,2.37,15.89,33.68
2023_Q4,2023,4,73.06054,19.41669,block_3_3,0.3277,-0.1453,0.1412,-0.4729,10.9,2.54,0.916,3.0,11.75,0.05,25.72,21.22,1.12,500.2,0.935,29.72,22.06,26.95,30.22
2023_Q4,2023,4,73.01604,19.36757,block_3_3,0.1636,-0.0469,0.1498,-0.4331,22.3,2.34,0.911,3.0,12.54,0.05,27.82,24.16,2.62,532.1,1.255,24.892,16.35,19.81,33.33
2023_Q4,2023,4,72.8042,19.45621,block_1_4,0.1214,0.049,0.1914,-0.4651,12.0,4.14,0.844,10.83,19.89,0.081,26.92,22.13,3.47,552.2,1.331,2.929,2.93,17.35,31.92
2023_Q4,2023,4,72.74766,19.46285,block_1_4,0.1741,0.0049,0.1499,0.4181,11.8,1.68,0.845,9.87,20.04,0.093,26.64,22.03,1.75,534.7,1.044,0.0,0.0,18.89,31.24
2023_Q4,2023,4,72.73556,19.38715,block_1_3,0.1895,-0.1104,0.1656,0.5007,13.9,1.7,0.829,9.76,22.55,0.063,26.32,23.52,2.48,524.6,0.875,0.0,0.0,11.81,30.3
